epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,272.708,0.70488,0.71744,0.782,0.00715,0.27224,0.8504,0.88889,0.88638,0.80066,0.8504,0.88889,0.88638,0.88023,0.51944,0.62253,0.38513,0.0095,0,0.0017525,0.0017525,0.0017525
12,293.967,0.74665,0.74339,0.70163,0.00756,0.24124,0.97933,0.88889,0.90108,0.84269,0.97933,0.88889,0.90108,0.89654,0.43136,0.83613,0.26914,0.00612,0,0.00172775,0.00172775,0.00172775
13,315.714,0.74868,0.67598,0.68215,0.00696,0.23279,0.94124,0.88889,0.90164,0.78285,0.94124,0.88889,0.9028,0.89715,0.69309,0.63389,0.32729,0.01239,0,0.001703,0.001703,0.001703
14,337.233,0.71412,0.74086,0.62748,0.00676,0.22819,0.95438,0.87176,0.90334,0.82197,0.95438,0.87176,0.90334,0.88858,0.54876,0.81879,0.31176,0.00863,0,0.00167825,0.00167825,0.00167825
15,359.349,0.72541,0.70784,0.58661,0.0072,0.1517,0.92606,0.90278,0.90008,0.78227,0.92606,0.90278,0.90008,0.87379,0.69436,0.77109,0.34075,0.01199,0,0.0016535,0.0016535,0.0016535
16,382.452,0.70907,0.61214,0.62325,0.00645,0.24013,0.89791,0.85518,0.88772,0.80918,0.89791,0.85518,0.88772,0.88214,0.48461,0.69008,0.35702,0.00737,0,0.00162875,0.00162875,0.00162875
17,404.417,0.6691,0.71801,0.5639,0.00636,0.16163,0.97793,0.84722,0.90202,0.86466,0.97793,0.84722,0.90202,0.89759,0.42433,0.72719,0.32962,0.00592,0,0.001604,0.001604,0.001604
18,426.692,0.63964,0.56381,0.51573,0.00601,0.20297,0.98464,0.89048,0.91782,0.83102,0.98464,0.89048,0.91272,0.89103,0.57625,0.76049,0.2859,0.00961,0,0.00157925,0.00157925,0.00157925
19,449.125,0.61525,0.69061,0.50321,0.00537,0.17662,0.99533,0.88889,0.90928,0.86657,0.99533,0.88889,0.91447,0.90795,0.4338,0.67914,0.23322,0.00553,0,0.0015545,0.0015545,0.0015545
20,471.012,0.61475,0.6197,0.49428,0.00525,0.17511,0.98359,0.83267,0.90366,0.82627,0.98359,0.83267,0.90366,0.88377,0.56044,0.71561,0.31191,0.00866,0,0.00152975,0.00152975,0.00152975
21,493.093,0.59669,0.5692,0.46562,0.00558,0.1919,0.98481,0.90053,0.91179,0.85146,0.98481,0.90053,0.9199,0.90042,0.47004,0.67151,0.21431,0.00687,0,0.001505,0.001505,0.001505
22,515.034,0.57863,0.55439,0.44013,0.00519,0.16864,0.96961,0.88628,0.90962,0.86987,0.96961,0.88628,0.91167,0.90665,0.45622,0.68183,0.25655,0.00562,0,0.00148025,0.00148025,0.00148025
23,537.618,0.59092,0.53902,0.413,0.00551,0.14692,0.99618,0.88889,0.9118,0.87044,0.99618,0.88889,0.9148,0.9133,0.4264,0.60234,0.20212,0.00508,0,0.0014555,0.0014555,0.0014555
24,559.394,0.6315,0.80221,0.46078,0.0057,0.1375,0.99822,0.90278,0.9095,0.86644,0.99822,0.90278,0.9095,0.89558,0.4192,0.61608,0.20896,0.00587,0,0.00143075,0.00143075,0.00143075
25,581.331,0.59479,0.64959,0.42705,0.00553,0.1481,0.9803,0.875,0.91071,0.84585,0.9803,0.875,0.91765,0.90682,0.52522,0.56296,0.26964,0.00735,0,0.001406,0.001406,0.001406
26,603.091,0.6204,0.60822,0.45378,0.00562,0.15076,0.96814,0.90278,0.91333,0.79693,0.96814,0.90278,0.9169,0.90742,0.69926,0.58398,0.30258,0.01254,0,0.00138125,0.00138125,0.00138125
27,625.438,0.57278,0.52994,0.39477,0.00524,0.10909,0.95569,0.89864,0.92893,0.85961,0.95569,0.89864,0.91469,0.90586,0.46945,0.61088,0.27106,0.00671,0,0.0013565,0.0013565,0.0013565
28,647.14,0.56446,0.56286,0.4042,0.00494,0.11161,0.98264,0.88889,0.91493,0.86152,0.98264,0.88889,0.91605,0.91176,0.46182,0.60062,0.27978,0.00637,0,0.00133175,0.00133175,0.00133175
29,669.713,0.55841,0.54915,0.38931,0.00459,0.13064,1,0.90164,0.92542,0.89107,1,0.90164,0.91257,0.90433,0.38498,0.56194,0.21614,0.00438,0,0.001307,0.001307,0.001307
30,691.748,0.57599,0.55281,0.395,0.00492,0.15731,0.99627,0.90278,0.91648,0.89602,0.99627,0.90278,0.91648,0.91162,0.35528,0.53126,0.18486,0.00436,0,0.00128225,0.00128225,0.00128225
31,713.897,0.508,0.45179,0.3666,0.0047,0.14265,0.95521,0.90278,0.92016,0.90735,0.95521,0.90278,0.92016,0.91465,0.35942,0.50198,0.23425,0.0047,0,0.0012575,0.0012575,0.0012575
32,735.125,0.52056,0.57162,0.3598,0.00498,0.13055,0.96632,0.88889,0.91709,0.82942,0.96632,0.88889,0.92548,0.90123,0.57709,0.48118,0.25375,0.00886,0,0.00123275,0.00123275,0.00123275
33,757.122,0.57133,0.61582,0.40069,0.00556,0.11113,0.99812,0.90278,0.92048,0.91124,0.99812,0.90278,0.9278,0.91768,0.3256,0.58707,0.15415,0.00452,0,0.001208,0.001208,0.001208
34,779.653,0.56303,0.54058,0.38159,0.0047,0.17091,1,0.88688,0.91392,0.9033,1,0.88688,0.9267,0.91601,0.2837,0.56031,0.15896,0.00379,0,0.00118325,0.00118325,0.00118325
35,802.401,0.49209,0.61391,0.34586,0.00404,0.13762,0.98321,0.88889,0.90992,0.89537,0.98321,0.88889,0.92841,0.90618,0.36685,0.55992,0.18889,0.00458,0,0.0011585,0.0011585,0.0011585
36,824.486,0.53765,0.64068,0.38478,0.00433,0.13048,0.99861,0.90278,0.94633,0.90399,0.99861,0.90278,0.92349,0.9167,0.40388,0.6667,0.18341,0.00545,0,0.00113375,0.00113375,0.00113375
37,846.61,0.50224,0.45818,0.31751,0.00469,0.09942,0.99012,0.88889,0.91921,0.85109,0.99012,0.88889,0.93437,0.90645,0.4573,0.78299,0.19944,0.00722,0,0.001109,0.001109,0.001109
38,869.015,0.5054,0.53279,0.3317,0.00441,0.11841,0.99633,0.90278,0.90981,0.88304,0.99633,0.90278,0.91802,0.90877,0.37389,0.8698,0.18298,0.00487,0,0.00108425,0.00108425,0.00108425
39,890.783,0.49327,0.46088,0.27944,0.00442,0.15255,0.98083,0.90278,0.92529,0.8897,0.98083,0.90278,0.92529,0.91319,0.40166,0.77649,0.19679,0.00537,0,0.0010595,0.0010595,0.0010595
40,914.344,0.55789,0.64181,0.40568,0.00463,0.12182,0.99538,0.90278,0.92298,0.86966,0.99538,0.90278,0.92389,0.90552,0.43153,0.75412,0.20579,0.00553,0,0.00103475,0.00103475,0.00103475
41,935.985,0.50436,0.60196,0.34828,0.00427,0.11238,0.98043,0.90278,0.9083,0.89748,0.98043,0.90278,0.92106,0.9022,0.36741,0.72234,0.21499,0.00351,0,0.00101,0.00101,0.00101
42,957.985,0.52286,0.47434,0.34603,0.00427,0.12976,0.97812,0.88889,0.90825,0.89213,0.97812,0.88889,0.91707,0.89936,0.39232,0.75379,0.20341,0.00448,0,0.00098525,0.00098525,0.00098525
43,979.25,0.48788,0.54362,0.31741,0.00381,0.10227,0.98481,0.90074,0.90968,0.901,0.98481,0.90074,0.91845,0.90979,0.39548,0.76154,0.18718,0.00447,0,0.0009605,0.0009605,0.0009605
44,1001.32,0.46855,0.59463,0.32027,0.00405,0.11219,0.9804,0.90278,0.9173,0.89987,0.9804,0.90278,0.93334,0.90957,0.38004,0.65647,0.2102,0.00447,0,0.00093575,0.00093575,0.00093575
45,1022.6,0.45598,0.57347,0.31359,0.00362,0.0928,0.9846,0.88803,0.91976,0.90907,0.97198,0.90278,0.93917,0.91446,0.31792,0.7164,0.17052,0.00356,0,0.000911,0.000911,0.000911
46,1044.68,0.49488,0.57162,0.3388,0.00367,0.10613,0.99593,0.875,0.91081,0.8946,0.99593,0.875,0.93669,0.91304,0.38944,0.61214,0.18286,0.00513,0,0.00088625,0.00088625,0.00088625
47,1066.14,0.48976,0.58297,0.36334,0.00378,0.17297,0.98944,0.90278,0.92265,0.91022,0.98944,0.90278,0.94262,0.91535,0.33476,0.63409,0.15984,0.00372,0,0.0008615,0.0008615,0.0008615
48,1088.03,0.4573,0.55553,0.28489,0.00363,0.09699,0.98318,0.90278,0.92851,0.90773,0.98318,0.90278,0.93388,0.9258,0.37641,0.68535,0.20099,0.00412,0,0.00083675,0.00083675,0.00083675
49,1109.41,0.4512,0.53031,0.30575,0.00359,0.12164,1,0.90192,0.94248,0.91227,1,0.90192,0.93661,0.92765,0.33461,0.66911,0.17446,0.00362,0,0.000812,0.000812,0.000812
50,1132.5,0.46461,0.48367,0.29687,0.00384,0.08553,0.98505,0.91498,0.95312,0.905,0.99868,0.90278,0.93778,0.93044,0.35194,0.69346,0.15105,0.0037,0,0.00078725,0.00078725,0.00078725
51,1154.57,0.4677,0.53847,0.28326,0.00344,0.08696,1,0.90276,0.94586,0.90413,1,0.90276,0.93741,0.92222,0.39694,0.65754,0.17454,0.00499,0,0.0007625,0.0007625,0.0007625
52,1176.89,0.45479,0.49218,0.29284,0.00359,0.11495,0.99868,0.875,0.92944,0.91641,0.99868,0.875,0.9377,0.92054,0.35372,0.63587,0.19053,0.00347,0,0.00073775,0.00073775,0.00073775
53,1198.58,0.44552,0.50752,0.25493,0.00337,0.08258,1,0.90271,0.93229,0.90112,1,0.90271,0.93909,0.9183,0.38541,0.591,0.17622,0.00499,0,0.000713,0.000713,0.000713
54,1220.37,0.43409,0.53642,0.26222,0.00331,0.10184,1,0.9007,0.94643,0.91387,1,0.9007,0.94233,0.91934,0.32227,0.65193,0.17191,0.00377,0,0.00068825,0.00068825,0.00068825
55,1241.94,0.49048,0.57132,0.29294,0.00354,0.07854,0.99815,0.90278,0.936,0.91626,0.99815,0.90278,0.92794,0.91694,0.32352,0.62635,0.17312,0.00318,0,0.0006635,0.0006635,0.0006635
56,1264.42,0.46495,0.51287,0.2886,0.00371,0.09747,1,0.90074,0.96058,0.91791,1,0.90074,0.92772,0.91398,0.36318,0.60908,0.17346,0.00415,0,0.00063875,0.00063875,0.00063875
57,1286.55,0.4287,0.49474,0.25361,0.00308,0.06739,0.98473,0.89596,0.93843,0.9235,0.98473,0.89596,0.93129,0.91942,0.28598,0.57817,0.17571,0.00285,0,0.000614,0.000614,0.000614
58,1308.1,0.43791,0.60456,0.25901,0.00317,0.08369,1,0.9016,0.94015,0.92262,1,0.9016,0.92482,0.91961,0.29738,0.57008,0.15709,0.00306,0,0.00058925,0.00058925,0.00058925
59,1330.11,0.4246,0.555,0.27821,0.00317,0.09753,0.96956,0.88491,0.93487,0.91211,0.94135,0.89175,0.92951,0.91574,0.30829,0.58243,0.20857,0.00332,0,0.0005645,0.0005645,0.0005645
60,1351.4,0.37184,0.44458,0.25032,0.00301,0.08264,1,0.90187,0.92826,0.9237,1,0.90187,0.93219,0.92226,0.27497,0.61075,0.16638,0.00261,0,0.00053975,0.00053975,0.00053975
61,1373.09,0.42133,0.50325,0.25912,0.00311,0.07783,1,0.90275,0.93258,0.9087,1,0.90275,0.92954,0.9238,0.38983,0.61459,0.21061,0.00477,0,0.000515,0.000515,0.000515
62,1395.75,0.45563,0.51455,0.27066,0.0033,0.06635,0.999,0.88889,0.9299,0.92067,0.999,0.88889,0.92346,0.92034,0.26109,0.63553,0.18151,0.00266,0,0.00049025,0.00049025,0.00049025
63,1417.5,0.44948,0.51633,0.28134,0.00336,0.08413,1,0.90193,0.93335,0.9248,1,0.90193,0.92432,0.92109,0.28676,0.63655,0.1615,0.00317,0,0.0004655,0.0004655,0.0004655
64,1438.65,0.43864,0.48189,0.27083,0.00311,0.07984,0.97095,0.9284,0.95133,0.92895,1,0.88721,0.94189,0.92288,0.26386,0.61817,0.15495,0.00229,0,0.00044075,0.00044075,0.00044075
65,1460.72,0.40048,0.52541,0.24839,0.00276,0.06603,0.99518,0.88889,0.93726,0.92053,0.99518,0.88889,0.95586,0.91785,0.26122,0.50248,0.16318,0.0022,0,0.000416,0.000416,0.000416
66,1482.89,0.39075,0.5009,0.26251,0.0027,0.06142,0.99864,0.90278,0.95843,0.92946,0.99864,0.90278,0.94124,0.91329,0.26578,0.53493,0.14665,0.00252,0,0.00039125,0.00039125,0.00039125
67,1504.64,0.39083,0.41627,0.23755,0.00297,0.06849,0.97958,0.93056,0.94967,0.93039,0.97097,0.92903,0.94938,0.91586,0.24562,0.52664,0.14159,0.0022,0,0.0003665,0.0003665,0.0003665
68,1526.89,0.37339,0.51954,0.24725,0.00272,0.08168,0.98482,0.90102,0.94882,0.92525,0.98482,0.90102,0.94739,0.92031,0.29273,0.5955,0.17105,0.00298,0,0.00034175,0.00034175,0.00034175
69,1549.69,0.45319,0.71894,0.27149,0.00286,0.07221,0.98528,0.92937,0.95087,0.93096,0.99832,0.90278,0.94967,0.92473,0.26763,0.60176,0.13603,0.00267,0,0.000317,0.000317,0.000317
70,1570.91,0.40738,0.4682,0.24064,0.00269,0.06237,1,0.93015,0.95155,0.9266,0.98515,0.93056,0.94981,0.92459,0.27842,0.60958,0.13143,0.00262,0,0.00029225,0.00029225,0.00029225
71,1593.21,0.35114,0.47204,0.22477,0.00343,0.09642,0.98546,0.94127,0.96329,0.92708,0.97092,0.92739,0.94848,0.92349,0.28033,0.63536,0.15446,0.00234,0,0.0002675,0.0002675,0.0002675
72,1613.77,0.34361,0.55625,0.21316,0.00389,0.05657,1,0.9155,0.95463,0.93019,0.99891,0.90278,0.95224,0.92151,0.27887,0.61278,0.14033,0.00248,0,0.00024275,0.00024275,0.00024275
73,1634.89,0.33957,0.55739,0.21573,0.0032,0.05073,1,0.90006,0.95417,0.92657,1,0.88839,0.94287,0.91987,0.27964,0.59077,0.14011,0.00229,0,0.000218,0.000218,0.000218
74,1656.21,0.3449,0.56111,0.19503,0.00314,0.0667,0.98506,0.91554,0.95376,0.92675,0.97066,0.93056,0.94752,0.92337,0.29234,0.58579,0.13216,0.00259,0,0.00019325,0.00019325,0.00019325
75,1678.76,0.36041,0.49192,0.21366,0.00341,0.06003,0.98469,0.91667,0.94157,0.92215,0.96912,0.93056,0.94747,0.91904,0.29322,0.57895,0.13032,0.00265,0,0.0001685,0.0001685,0.0001685
76,1700.76,0.34327,0.51365,0.20748,0.00359,0.05692,0.9984,0.90278,0.94262,0.92566,0.9984,0.90278,0.94794,0.92001,0.2845,0.57866,0.12923,0.00249,0,0.00014375,0.00014375,0.00014375
77,1723.73,0.32234,0.59361,0.20368,0.00309,0.0545,0.98507,0.91616,0.94438,0.9271,0.96831,0.93056,0.9566,0.93047,0.286,0.57953,0.12709,0.00252,0,0.000119,0.000119,0.000119
78,1746.12,0.31874,0.43679,0.18447,0.00322,0.05722,0.99844,0.90278,0.94462,0.92838,0.96818,0.93056,0.95058,0.93349,0.27555,0.58929,0.12817,0.00225,0,9.425e-05,9.425e-05,9.425e-05
79,1768,0.30856,0.46406,0.18781,0.00284,0.05656,0.9842,0.91667,0.94359,0.92736,0.96797,0.93056,0.9501,0.92934,0.27077,0.58829,0.1372,0.00213,0,6.95e-05,6.95e-05,6.95e-05
80,1790.17,0.30751,0.53033,0.17374,0.00261,0.05157,1,0.91491,0.95522,0.92869,0.9681,0.93056,0.9503,0.9312,0.26199,0.59072,0.12914,0.00198,0,4.475e-05,4.475e-05,4.475e-05
